file,section,key
bin/OpenSimDefaults.ini,RegionReady,login_disable
bin/OpenSimDefaults.ini,RegionReady,alert_uri
bin/OpenSimDefaults.ini,EstateManagement,AllowRegionRestartFromClient
bin/OpenSimDefaults.ini,EstateManagement,IgnoreEstateMinorAccessControl
bin/OpenSimDefaults.ini,EstateManagement,IgnoreEstatePaymentAccessControl
bin/OpenSimDefaults.ini,UserProfiles,ProfileURL
bin/OpenSimDefaults.ini,UserProfiles,AllowUserProfileWebURLs
bin/OpenSimDefaults.ini,SMTP,enabled
bin/OpenSimDefaults.ini,SMTP,internal_object_host
bin/OpenSimDefaults.ini,SMTP,host_domain_header_from
bin/OpenSimDefaults.ini,SMTP,SMTP_SERVER_FROM
bin/OpenSimDefaults.ini,SMTP,SMTP_SERVER_HOSTNAME
bin/OpenSimDefaults.ini,SMTP,SMTP_SERVER_PORT
bin/OpenSimDefaults.ini,SMTP,SMTP_SERVER_TLS
bin/OpenSimDefaults.ini,SMTP,SMTP_SERVER_LOGIN
bin/OpenSimDefaults.ini,SMTP,SMTP_SERVER_PASSWORD
bin/OpenSimDefaults.ini,SMTP,SMTP_VerifyCertChain
bin/OpenSimDefaults.ini,SMTP,SMTP_VerifyCertNames
bin/OpenSimDefaults.ini,Network,ConsoleUser
bin/OpenSimDefaults.ini,Network,ConsolePass
bin/OpenSimDefaults.ini,Network,http_listener_port
bin/OpenSimDefaults.ini,Network,console_port
bin/OpenSimDefaults.ini,Network,http_listener_ssl
bin/OpenSimDefaults.ini,Network,http_listener_sslport
bin/OpenSimDefaults.ini,Network,http_listener_cn
bin/OpenSimDefaults.ini,Network,http_listener_cert_path
bin/OpenSimDefaults.ini,Network,http_listener_cert_pass
bin/OpenSimDefaults.ini,Network,https_listener
bin/OpenSimDefaults.ini,Network,https_port
bin/OpenSimDefaults.ini,Network,cert_path
bin/OpenSimDefaults.ini,Network,cert_pass
bin/OpenSimDefaults.ini,Network,HttpBodyMaxLenMAX
bin/OpenSimDefaults.ini,Network,ExternalHostNameForLSL
bin/OpenSimDefaults.ini,Network,OutboundDisallowForUserScripts
bin/OpenSimDefaults.ini,Network,shard
