Module,File,Line,Hard-coded value,Expected config section/key
OpenSim.Region.OptionalModules.Avatar.XmlRpcGroups,OpenSim/Region/OptionalModules/Avatar/XmlRpcGroups/GroupsModule.cs,118,0,Groups:LevelGroupCreate
OpenSim.Region.OptionalModules.Avatar.XmlRpcGroups,OpenSim/Region/OptionalModules/Avatar/XmlRpcGroups/XmlRpcGroupsServicesConnectorModule.cs,165,false,Groups:Enabled
OpenSim.Region.OptionalModules.Avatar.XmlRpcGroups,OpenSim/Region/OptionalModules/Avatar/XmlRpcGroups/XmlRpcGroupsServicesConnectorModule.cs,166,"""XmlRpcGroupsServicesConnector""",Groups:ServicesConnectorModule
OpenSim.Region.OptionalModules.Avatar.XmlRpcGroups,OpenSim/Region/OptionalModules/Avatar/XmlRpcGroups/XmlRpcGroupsServicesConnectorModule.cs,182,true,Groups:XmlRpcDisableKeepAlive
OpenSim.Region.OptionalModules.Avatar.XmlRpcGroups,OpenSim/Region/OptionalModules/Avatar/XmlRpcGroups/XmlRpcGroupsServicesConnectorModule.cs,187,30,Groups:GroupsCacheTimeout
OpenSim.Region.OptionalModules.Avatar.XmlRpcGroups,OpenSim/Region/OptionalModules/Avatar/XmlRpcGroups/XmlRpcGroupsServicesConnectorModule.cs,198,false,Groups:DebugEnabled
OpenSim.Region.OptionalModules.Avatar.Voice.FreeSwitchVoice,OpenSim/Region/OptionalModules/Avatar/Voice/FreeSwitchVoice/FreeSwitchVoiceModule.cs,109,false,
OpenSim.Region.OptionalModules.Avatar.Voice.VivoxVoice,OpenSim/Region/OptionalModules/Avatar/Voice/VivoxVoice/VivoxVoiceModule.cs,123,false,
OpenSim.Region.OptionalModules.Avatar.Voice.VivoxVoice,OpenSim/Region/OptionalModules/Avatar/Voice/VivoxVoice/VivoxVoiceModule.cs,143,false,
OpenSim.Region.Framework.Scenes,OpenSim/Region/Framework/Scenes/Scene.cs,903,false,Startup:StartDisabled
OpenSim.Region.Framework.Scenes,OpenSim/Region/Framework/Scenes/Scene.cs,929,false,Startup:enableflyslow
OpenSim.Region.Framework.Scenes,OpenSim/Region/Framework/Scenes/Scene.cs,933,20,Startup:MaxPrimUndos
OpenSim.Region.Framework.Scenes,OpenSim/Region/Framework/Scenes/Scene.cs,935,true,Startup:physical_prim
OpenSim.Region.Framework.Scenes,OpenSim/Region/Framework/Scenes/Scene.cs,936,true,Startup:collidable_prim
OpenSim.Region.Framework.Scenes,OpenSim/Region/Framework/Scenes/Scene.cs,981,"""closest""",Startup:SpawnPointRouting
OpenSim.Region.Framework.Scenes,OpenSim/Region/Framework/Scenes/Scene.cs,982,false,Startup:TelehubAllowLandmark
OpenSim.Region.Framework.Scenes,OpenSim/Region/Framework/Scenes/Scene.cs,1001,"""YEngine""",Startup:DefaultScriptEngine
OpenSim.Region.Framework.Scenes,OpenSim/Region/Framework/Scenes/Scene.cs,1091,false,EntityTransfer:DisableObjectTransfer
OpenSim.Region.Framework.Scenes,OpenSim/Region/Framework/Scenes/Scene.cs,1099,"""Time""",InterestManagement:UpdatePrioritizationScheme
OpenSim.Region.Framework.Scenes,OpenSim/Region/Framework/Scenes/Scene.cs,1414,false,Startup:InworldRestartShutsDown
OpenSim.Region.Framework.Scenes,OpenSim/Region/Framework/Scenes/ScenePresence.cs,1184,"""LandingPointBehavior_OS""",EntityTransfer:LandingPointBehavior
OpenSim.Region.CoreModules.World.Estate,OpenSim/Region/CoreModules/World/Estate/EstateManagementModule.cs,94,true,EstateManagement:AllowRegionRestartFromClient
OpenSim.Region.CoreModules.World.Estate,OpenSim/Region/CoreModules/World/Estate/EstateManagementModule.cs,95,true,EstateManagement:IgnoreEstateMinorAccessControl
OpenSim.Region.CoreModules.World.Estate,OpenSim/Region/CoreModules/World/Estate/EstateManagementModule.cs,96,true,EstateManagement:IgnoreEstatePaymentAccessControl
OpenSim.Region.CoreModules.World.Estate,OpenSim/Region/CoreModules/World/Estate/EstateModule.cs,82,0,Estates:Port
OpenSim.Region.CoreModules.World.Land,OpenSim/Region/CoreModules/World/Land/LandManagementModule.cs,146,"""Admin Parcel""",LandManagement:DefaultAdministratorParcelName
OpenSim.Region.CoreModules.World.Region,OpenSim/Region/CoreModules/World/Region/RestartModule.cs,75,false,Startup:SkipDelayOnEmptyRegion
OpenSim.Region.CoreModules.World.Region,OpenSim/Region/CoreModules/World/Region/RestartModule.cs,76,false,Startup:InworldRestartShutsDown
OpenSim.Region.CoreModules.World.Sound,OpenSim/Region/CoreModules/World/Sound/SoundModule.cs,78,"""OpenSim.Region.CoreModules.dll:SoundModule""",Sounds:Module
OpenSim.Region.CoreModules,OpenSim/Region/CoreModules/World/Wind/WindModule.cs,74,true,
OpenSim.Region.CoreModules,OpenSim/Region/CoreModules/World/Wind/WindModule.cs,76,150,
OpenSim.Region.CoreModules.World.Media.Moap,OpenSim/Region/CoreModules/World/Media/Moap/MoapModule.cs,72,false,MediaOnAPrim:Enabled
OpenSim.Region.CoreModules.ServiceConnectorsOut.AgentPreferences,OpenSim/Region/CoreModules/ServiceConnectorsOut/AgentPreferences/LocalAgentPreferencesServiceConnector.cs,68,"""""",Modules:AgentPreferencesServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.AgentPreferences,OpenSim/Region/CoreModules/ServiceConnectorsOut/AgentPreferences/RemoteAgentPreferencesServiceConnector.cs,69,"""""",Modules:AgentPreferencesServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Asset,OpenSim/Region/CoreModules/ServiceConnectorsOut/Asset/LocalAssetServiceConnector.cs,68,"""""",Modules:AssetServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Asset,OpenSim/Region/CoreModules/ServiceConnectorsOut/Asset/RegionAssetConnectorModule.cs,98,"""""",Modules:AssetServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Authentication,OpenSim/Region/CoreModules/ServiceConnectorsOut/Authentication/LocalAuthenticationServiceConnector.cs,71,"""""",Modules:AuthenticationServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Authentication,OpenSim/Region/CoreModules/ServiceConnectorsOut/Authentication/RemoteAuthenticationServiceConnector.cs,65,"""""",Modules:AuthenticationServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Authorization,OpenSim/Region/CoreModules/ServiceConnectorsOut/Authorization/RemoteAuthorizationServiceConnector.cs,69,"""""",Modules:AuthorizationServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Avatar,OpenSim/Region/CoreModules/ServiceConnectorsOut/Avatar/LocalAvatarServiceConnector.cs,72,"""""",Modules:AvatarServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Avatar,OpenSim/Region/CoreModules/ServiceConnectorsOut/Avatar/RemoteAvatarServiceConnector.cs,65,"""""",Modules:AvatarServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.GridUser,OpenSim/Region/CoreModules/ServiceConnectorsOut/GridUser/LocalGridUserServiceConnector.cs,71,"""""",Modules:GridUserServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.GridUser,OpenSim/Region/CoreModules/ServiceConnectorsOut/GridUser/RemoteGridUserServiceConnector.cs,96,"""""",Modules:GridUserServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Inventory,OpenSim/Region/CoreModules/ServiceConnectorsOut/Inventory/LocalInventoryServiceConnector.cs,85,"""""",Modules:InventoryServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Inventory,OpenSim/Region/CoreModules/ServiceConnectorsOut/Inventory/RemoteXInventoryServiceConnector.cs,113,"""""",Modules:InventoryServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Land,OpenSim/Region/CoreModules/ServiceConnectorsOut/Land/RemoteLandServiceConnector.cs,71,"""""",Modules:LandServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.MapImage,OpenSim/Region/CoreModules/ServiceConnectorsOut/MapImage/MapImageServiceModule.cs,88,"""""",Modules:MapImageService
OpenSim.Region.CoreModules.ServiceConnectorsOut.MuteList,OpenSim/Region/CoreModules/ServiceConnectorsOut/MuteList/LocalMuteListServiceConnector.cs,74,"""None""",Messaging:MuteListModule
OpenSim.Region.CoreModules.ServiceConnectorsOut.MuteList,OpenSim/Region/CoreModules/ServiceConnectorsOut/MuteList/LocalMuteListServiceConnector.cs,82,"""""",Messaging:MuteListService
OpenSim.Region.CoreModules.ServiceConnectorsOut.MuteList,OpenSim/Region/CoreModules/ServiceConnectorsOut/MuteList/RemoteMuteListServiceConnector.cs,72,"""None""",Messaging:MuteListModule
OpenSim.Region.CoreModules.ServiceConnectorsOut.MuteList,OpenSim/Region/CoreModules/ServiceConnectorsOut/MuteList/RemoteMuteListServiceConnector.cs,78,"""""",Messaging:MuteListService
OpenSim.Region.CoreModules.ServiceConnectorsOut.Presence,OpenSim/Region/CoreModules/ServiceConnectorsOut/Presence/LocalPresenceServiceConnector.cs,60,"""""",Modules:PresenceServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Presence,OpenSim/Region/CoreModules/ServiceConnectorsOut/Presence/RemotePresenceServiceConnector.cs,62,"""""",Modules:PresenceServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Simulation,OpenSim/Region/CoreModules/ServiceConnectorsOut/Simulation/LocalSimulationConnector.cs,65,"""""",Modules:SimulationServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.Simulation,OpenSim/Region/CoreModules/ServiceConnectorsOut/Simulation/RemoteSimulationConnector.cs,71,"""""",Modules:SimulationServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.UserAccounts,OpenSim/Region/CoreModules/ServiceConnectorsOut/UserAccounts/LocalUserAccountServiceConnector.cs,77,"""""",Modules:UserAccountServices
OpenSim.Region.CoreModules.ServiceConnectorsOut.UserAccounts,OpenSim/Region/CoreModules/ServiceConnectorsOut/UserAccounts/RemoteUserAccountServiceConnector.cs,71,"""""",Modules:UserAccountServices
OpenSim.Region.CoreModules.ServiceConnectorsIn.Asset,OpenSim/Region/CoreModules/ServiceConnectorsIn/Asset/AssetServiceInConnectorModule.cs,60,false,Modules:AssetServiceInConnector
OpenSim.Region.CoreModules.ServiceConnectorsIn.Authentication,OpenSim/Region/CoreModules/ServiceConnectorsIn/Authentication/AuthenticationServiceInConnectorModule.cs,62,false,Modules:AuthenticationServiceInConnector
OpenSim.Region.CoreModules.ServiceConnectorsIn.Grid,OpenSim/Region/CoreModules/ServiceConnectorsIn/Grid/GridInfoServiceInConnectorModule.cs,62,false,Modules:GridInfoServiceInConnector
OpenSim.Region.CoreModules.ServiceConnectorsIn.Hypergrid,OpenSim/Region/CoreModules/ServiceConnectorsIn/Hypergrid/HypergridServiceInConnectorModule.cs,66,false,Modules:HypergridServiceInConnector
OpenSim.Region.CoreModules.ServiceConnectorsIn.Inventory,OpenSim/Region/CoreModules/ServiceConnectorsIn/Inventory/InventoryServiceInConnectorModule.cs,60,false,Modules:InventoryServiceInConnector
OpenSim.Region.CoreModules.ServiceConnectorsIn.Land,OpenSim/Region/CoreModules/ServiceConnectorsIn/Land/LandServiceInConnectorModule.cs,65,false,Modules:LandServiceInConnector
OpenSim.Region.CoreModules.ServiceConnectorsIn.Login,OpenSim/Region/CoreModules/ServiceConnectorsIn/Login/LLLoginServiceInConnectorModule.cs,65,false,Modules:LLLoginServiceInConnector
OpenSim.Region.CoreModules.ServiceConnectorsIn.MapImage,OpenSim/Region/CoreModules/ServiceConnectorsIn/MapImage/MapImageServiceInConnectorModule.cs,61,false,Modules:MapImageServiceInConnector
OpenSim.Region.CoreModules.ServiceConnectorsIn.Neighbour,OpenSim/Region/CoreModules/ServiceConnectorsIn/Neighbour/NeighbourServiceInConnectorModule.cs,64,false,Modules:NeighbourServiceInConnector
OpenSim.Region.CoreModules.ServiceConnectorsIn.Simulation,OpenSim/Region/CoreModules/ServiceConnectorsIn/Simulation/SimulationServiceInConnectorModule.cs,62,false,Modules:SimulationServiceInConnector
OpenSim.Region.CoreModules.ServiceConnectorsOut.Profile,OpenSim/Region/CoreModules/ServiceConnectorsIn/UserProfiles/LocalUserProfilesServiceConnector.cs,109,false,
OpenSim.Region.CoreModules.ServiceConnectorsOut.Profile,OpenSim/Region/CoreModules/ServiceConnectorsIn/UserProfiles/LocalUserProfilesServiceConnector.cs,176,"""""",Modules:UserProfilesServices
OpenSim.Region.CoreModules.Scripting.DynamicTexture,OpenSim/Region/CoreModules/Scripting/DynamicTexture/DynamicTextureModule.cs,340,false,Textures:ReuseDynamicTextures
OpenSim.Region.CoreModules.Scripting.DynamicTexture,OpenSim/Region/CoreModules/Scripting/DynamicTexture/DynamicTextureModule.cs,341,false,Textures:ReuseDynamicLowDataTextures
OpenSim.Region.CoreModules.Scripting.EmailModules,OpenSim/Region/CoreModules/Scripting/EMailModules/EmailModule.cs,123,"""DefaultEmailModule""",Startup:emailmodule
OpenSim.Region.CoreModules.Scripting.EmailModules,OpenSim/Region/CoreModules/Scripting/EMailModules/EmailModule.cs,133,false,SMTP:enabled
OpenSim.Region.CoreModules.Scripting.EmailModules,OpenSim/Region/CoreModules/Scripting/EMailModules/EmailModule.cs,181,true,SMTP:SMTP_VerifyCertChain
OpenSim.Region.CoreModules.Scripting.EmailModules,OpenSim/Region/CoreModules/Scripting/EMailModules/EmailModule.cs,182,true,SMTP:SMTP_VerifyCertNames
OpenSim.Region.CoreModules.Framework.EntityTransfer,OpenSim/Region/CoreModules/Framework/EntityTransfer/EntityTransferModule.cs,252,"""""",Modules:EntityTransferModule
OpenSim.Region.CoreModules.Framework.EntityTransfer,OpenSim/Region/CoreModules/Framework/EntityTransfer/EntityTransferModule.cs,271,false,EntityTransfer:DisableInterRegionTeleportCancellation
OpenSim.Region.CoreModules.Framework.EntityTransfer,OpenSim/Region/CoreModules/Framework/EntityTransfer/HGEntityTransferModule.cs,131,"""""",Modules:EntityTransferModule
OpenSim.Region.CoreModules.Framework.EntityTransfer,OpenSim/Region/CoreModules/Framework/EntityTransfer/HGEntityTransferModule.cs,137,0,EntityTransfer:LevelHGTeleport
OpenSim.Region.CoreModules.Framework.EntityTransfer,OpenSim/Region/CoreModules/Framework/EntityTransfer/HGEntityTransferModule.cs,139,false,EntityTransfer:RestrictAppearanceAbroad
OpenSim.Region.CoreModules.Framework.InventoryAccess,OpenSim/Region/CoreModules/Framework/InventoryAccess/HGInventoryAccessModule.cs,83,"""""",Modules:InventoryAccessModule
OpenSim.Region.CoreModules.Framework.InventoryAccess,OpenSim/Region/CoreModules/Framework/InventoryAccess/HGInventoryAccessModule.cs,95,true,HGInventoryAccessModule:OutboundPermission
OpenSim.Region.CoreModules.Framework.InventoryAccess,OpenSim/Region/CoreModules/Framework/InventoryAccess/HGInventoryAccessModule.cs,96,true,HGInventoryAccessModule:RestrictInventoryAccessAbroad
OpenSim.Region.CoreModules.Framework.InventoryAccess,OpenSim/Region/CoreModules/Framework/InventoryAccess/HGInventoryAccessModule.cs,97,false,HGInventoryAccessModule:CheckSeparateAssets
OpenSim.Region.CoreModules.Framework.InventoryAccess,OpenSim/Region/CoreModules/Framework/InventoryAccess/InventoryAccessModule.cs,104,true,Inventory:CoalesceMultipleObjectsToInventory
OpenSim.Region.CoreModules.Framework.Monitoring,OpenSim/Region/CoreModules/Framework/Monitoring/MonitorModule.cs,82,true,Monitoring:Enabled
OpenSim.Region.CoreModules.Framework.UserManagement,OpenSim/Region/CoreModules/Framework/UserManagement/UserManagementModule.cs,1296,false,UserManagement:DisplayChangingHomeURI
OpenSim.Region.CoreModules.Avatar.Attachments,OpenSim/Region/CoreModules/Avatar/Attachments/AttachmentsModule.cs,75,true,Attachments:Enabled
OpenSim.Region.CoreModules.Avatar.Attachments,OpenSim/Region/CoreModules/Avatar/Attachments/AttachmentsModule.cs,76,true,Attachments:WearReplacesAll
OpenSim.Region.CoreModules.Avatar.Chat,OpenSim/Region/CoreModules/Avatar/Chat/ChatModule.cs,71,true,
OpenSim.Region.CoreModules.Avatar.Chat,OpenSim/Region/CoreModules/Avatar/Chat/ChatModule.cs,81,"""""",
OpenSim.Region.CoreModules.Avatar.Friends,OpenSim/Region/CoreModules/Avatar/Friends/CallingCardModule.cs,54,true,XCallingCard:Enabled
OpenSim.Region.CoreModules.Avatar.Friends,OpenSim/Region/CoreModules/Avatar/Friends/FriendsModule.cs,160,"""FriendsModule""",Modules:FriendsModule
OpenSim.Region.CoreModules.Avatar.Friends,OpenSim/Region/CoreModules/Avatar/Friends/FriendsModule.cs,176,0,Friends:Port
OpenSim.Region.CoreModules.Avatar.Friends,OpenSim/Region/CoreModules/Avatar/Friends/HGFriendsModule.cs,100,0,HGFriendsModule:LevelHGFriends
OpenSim.Region.CoreModules.Avatar.Groups,OpenSim/Region/CoreModules/Avatar/Groups/GroupsModule.cs,76,false,Groups:Enabled
OpenSim.Region.CoreModules.Avatar.Groups,OpenSim/Region/CoreModules/Avatar/Groups/GroupsModule.cs,83,"""Default""",Groups:Module
OpenSim.Region.CoreModules.Avatar.InstantMessage,OpenSim/Region/CoreModules/Avatar/InstantMessage/HGMessageTransferModule.cs,75,"""MessageTransferModule""",Messaging:MessageTransferModule
OpenSim.Region.CoreModules.Avatar.InstantMessage,OpenSim/Region/CoreModules/Avatar/InstantMessage/MessageTransferModule.cs,77,"""MessageTransferModule""",Messaging:MessageTransferModule
OpenSim.Region.CoreModules.Avatar.InstantMessage,OpenSim/Region/CoreModules/Avatar/InstantMessage/MuteListModule.cs,63,"""None""",Messaging:MuteListModule
OpenSim.Region.CoreModules.Avatar.InstantMessage,OpenSim/Region/CoreModules/Avatar/InstantMessage/OfflineMessageModule.cs,70,"""None""",Messaging:OfflineMessageModule
OpenSim.Region.CoreModules.Avatar.InstantMessage,OpenSim/Region/CoreModules/Avatar/InstantMessage/OfflineMessageModule.cs,77,"""""",Messaging:OfflineMessageURL
OpenSim.Region.CoreModules.Avatar.UserProfiles,OpenSim/Region/CoreModules/Avatar/UserProfiles/UserProfileModule.cs,284,"""""",UserProfiles:ProfileServiceURL
OpenSim.Region.CoreModules.Agent.AssetTransaction,OpenSim/Region/CoreModules/Agent/AssetTransaction/AssetTransactionModule.cs,64,0,Startup:LevelUpload
OpenSim.Region.ClientStack.Linden,OpenSim/Region/ClientStack/Linden/Caps/FetchInventory2Module.cs,72,"""localhost""",ClientStack.LindenCaps:Cap_FetchLib2
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,404,0,ClientStack.LindenUDP:client_socket_rcvbuf_size
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,405,6250000,ClientStack.LindenUDP:scene_throttle_max_bps
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,407,20,ClientStack.LindenUDP:TextureSendLimit
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,409,0,ClientStack.LindenUDP:DefaultRTO
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,410,0,ClientStack.LindenUDP:MaxRTO
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,411,false,ClientStack.LindenUDP:DisableFacelights
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,412,60,ClientStack.LindenUDP:AckTimeout
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,413,300,ClientStack.LindenUDP:PausedAckTimeout
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,428,true,PacketPool:RecyclePackets
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,429,true,PacketPool:RecycleDataBlocks
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,438,false,ClientStack.LindenUDP:Enabled
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,439,300,ClientStack.LindenUDP:packet_headers_period_seconds
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,440,""".""",ClientStack.LindenUDP:stats_dir
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/LLUDPServer.cs,441,false,ClientStack.LindenUDP:aggregatedBWStats
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/ThrottleRates.cs,90,false,ClientStack.LindenUDP:enable_adaptive_throttles
OpenSim.Region.ClientStack.LindenUDP,OpenSim/Region/ClientStack/Linden/UDP/ThrottleRates.cs,92,32000,ClientStack.LindenUDP:adaptive_throttle_min_bps
OpenSim.Region.ClientStack.Linden,OpenSim/Region/ClientStack/Linden/Caps/BunchOfCaps/BunchOfCapsModule.cs,105,0,Startup:LevelUpload
OpenSim.Region.ClientStack.Linden,OpenSim/Region/ClientStack/Linden/Caps/BunchOfCaps/BunchOfCapsModule.cs,111,0,Permissions:LevelUpload
OpenSim.Region.ClientStack.Linden,OpenSim/Region/ClientStack/Linden/Caps/BunchOfCaps/BunchOfCapsModule.cs,136,"""""",Economy:TestAssetsCreatorID
OpenSim.Region.ClientStack.Linden,OpenSim/Region/ClientStack/Linden/Caps/BunchOfCaps/BunchOfCapsModule.cs,147,"""localhost""",ClientStack.LindenCaps:Cap_HomeLocation
OpenSim.Region.ClientStack.Linden,OpenSim/Region/ClientStack/Linden/Caps/BunchOfCaps/BunchOfCapsModule.cs,150,"""localhost""",ClientStack.LindenCaps:Cap_GroupMemberData
OpenSim.Region.ClientStack.Linden,OpenSim/Region/ClientStack/Linden/Caps/BunchOfCaps/BunchOfCapsModule.cs,153,"""localhost""",ClientStack.LindenCaps:Cap_LandResources
OpenSim.Region.ClientStack.Linden,OpenSim/Region/ClientStack/Linden/Caps/BunchOfCaps/BunchOfCapsModule.cs,156,"""localhost""",ClientStack.LindenCaps:Cap_AttachmentResources
OpenSim.Framework.Console,OpenSim/Framework/Console/LocalConsole.cs,90,false,
OpenSim.Framework.Console,OpenSim/Framework/Console/LocalConsole.cs,97,"""OpenSimConsoleHistory.txt""",
OpenSim.Framework.Console,OpenSim/Framework/Console/LocalConsole.cs,98,100,
OpenSim.Framework.Console,OpenSim/Framework/Console/LocalConsole.cs,100,false,
OpenSim.Framework.Monitoring,OpenSim/Framework/Monitoring/ServerStatsCollector.cs,91,false,Monitoring:ServerStatsEnabled
OpenSim.Framework.Monitoring,OpenSim/Framework/Monitoring/ServerStatsCollector.cs,95,"""Ethernet""",Monitoring:NetworkInterfaceTypes
OpenSim.Framework.Servers,OpenSim/Framework/Servers/ServerBase.cs,181,null,
OpenSim.Framework.Servers,OpenSim/Framework/Servers/ServerBase.cs,193,null,
OpenSim.ApplicationPlugins.LoadRegions,OpenSim/ApplicationPlugins/LoadRegions/EstateLoaderFileSystem.cs,139,0,
OpenSim.ApplicationPlugins.LoadRegions,OpenSim/ApplicationPlugins/LoadRegions/RegionLoaderFileSystem.cs,58,false,Startup:allow_regionless
OpenSim.ApplicationPlugins.LoadRegions,OpenSim/ApplicationPlugins/LoadRegions/RegionLoaderWebServer.cs,64,false,Startup:allow_regionless
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,113,0,
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,130,"""0.0.0.0""",
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,181,"""all""",
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,285,false,Startup:InworldRestartShutsDown
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,364,false,Startup:SkipDelayOnEmptyRegion
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,730,0,
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,731,false,
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,732,true,
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,2728,"""Default Male""",
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,2729,"""Default Female""",
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,2730,"""Default Default""",
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,2816,false,
OpenSim.ApplicationPlugins.RemoteController,OpenSim/ApplicationPlugins/RemoteController/RemoteAdminPlugin.cs,3167,"""default_appearance.xml""",
OpenSim.Groups,OpenSim/Addons/Groups/GroupsMessagingModule.cs,98,false,Groups:Enabled
OpenSim.Groups,OpenSim/Addons/Groups/GroupsMessagingModule.cs,99,"""""",Groups:MessagingModule
OpenSim.Groups,OpenSim/Addons/Groups/GroupsMessagingModule.cs,105,true,Groups:MessagingEnabled
OpenSim.Groups,OpenSim/Addons/Groups/GroupsMessagingModule.cs,110,false,Groups:MessageOnlineUsersOnly
OpenSim.Groups,OpenSim/Addons/Groups/GroupsModule.cs,77,false,Groups:Enabled
OpenSim.Groups,OpenSim/Addons/Groups/GroupsModule.cs,83,"""Default""",Groups:Module
OpenSim.Groups,OpenSim/Addons/Groups/GroupsModule.cs,92,true,Groups:NoticesEnabled
OpenSim.Groups,OpenSim/Addons/Groups/GroupsModule.cs,93,false,Groups:DebugEnabled
OpenSim.Groups,OpenSim/Addons/Groups/GroupsModule.cs,94,0,Groups:LevelGroupCreate
OpenSim.Groups,OpenSim/Addons/Groups/Hypergrid/GroupsServiceHGConnectorModule.cs,75,false,Groups:Enabled
OpenSim.Groups,OpenSim/Addons/Groups/Hypergrid/GroupsServiceHGConnectorModule.cs,82,"""local""",Groups:LocalService
OpenSim.Groups,OpenSim/Addons/Groups/Hypergrid/GroupsServiceHGConnectorModule.cs,83,"""http://127.0.0.1""",Groups:GroupsExternalURI
OpenSim.Groups,OpenSim/Addons/Groups/Local/GroupsServiceLocalConnectorModule.cs,84,false,Groups:Enabled
OpenSim.Groups,OpenSim/Addons/Groups/Remote/GroupsServiceRemoteConnectorModule.cs,89,false,Groups:Enabled
