Section,Key,Present in OpenSimDefaults.ini,Present in OpenSim.ini,Present in OpenSim.ini.template,Notes
VivoxVoice,vivox_channel_max_range,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
VivoxVoice,vivox_channel_clamping_distance,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Groups,Enabled,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=false; OpenSim.ini=true
Groups,Module,yes,yes,yes,"conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=Default; OpenSim.ini=""Groups Module V2"""
Groups,NoticesEnabled,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template"
Groups,DebugEnabled,yes,yes,yes,
Groups,DebugMessagingEnabled,yes,yes,yes,
Groups,GroupsCacheTimeout,yes,yes,yes,
Groups,MessagingModule,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=GroupsMessagingModule; OpenSim.ini=""Groups Messaging Module V2"""
Groups,MessagingEnabled,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template"
Groups,MessageOnlineUsersOnly,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=false; OpenSim.ini=true
Groups,ServicesConnectorModule,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=XmlRpcGroupsServicesConnector; OpenSim.ini=""Groups HG Service Connector"""
Groups,GroupsServerURI,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=http://yourxmlrpcserver.com/xmlrpc.php; OpenSim.ini=${Const|PrivURL}:${Const|PrivatePort}"
Groups,XmlRpcServiceReadKey,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Groups,XmlRpcServiceWriteKey,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Groups,XmlRpcDisableKeepAlive,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Groups,LevelGroupCreate,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template"
Groups,HomeURI,no,yes,no,missing from template
Groups,LocalService,no,yes,no,missing from template
Groups,SecretKey,no,yes,no,missing from template
Groups,StorageProvider,no,yes,no,missing from template
PacketPool,RecyclePackets,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini"
PacketPool,RecycleDataBlocks,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini"
PacketPool,RecycleBaseUDPPackets,yes,yes,yes,
InterestManagement,UpdatePrioritizationScheme,yes,yes,yes,
InterestManagement,ReprioritizationEnabled,yes,yes,yes,
InterestManagement,ReprioritizationInterval,yes,yes,yes,
InterestManagement,RootReprioritizationDistance,yes,yes,yes,
InterestManagement,ChildReprioritizationDistance,yes,yes,yes,
InterestManagement,ObjectsCullingByDistance,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=false; OpenSim.ini=true
InterestManagement,RootTerseUpdatePeriod,yes,yes,yes,
InterestManagement,ChildTerseUpdatePeriod,yes,yes,yes,
InterestManagement,RootPositionUpdateTolerance,yes,yes,yes,
InterestManagement,RootRotationUpdateTolerance,yes,yes,yes,
InterestManagement,RootVelocityUpdateTolerance,yes,yes,yes,
Monitoring,Enabled,yes,yes,yes,
Monitoring,ServerStatsEnabled,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
WebStats,enabled,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini"
Statistics,NumberOfFrames,yes,yes,yes,
MediaOnAPrim,Enabled,yes,yes,yes,
NPC,AllowNotOwned,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template"
NPC,AllowSenseAsAvatar,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template"
NPC,AllowCloneOtherAvatars,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template"
NPC,NoNPCGroup,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template"
NPC,AllowNPCCrossRegion,no,yes,no,missing from template
NPC,AllowNPCGroupMembership,no,yes,no,missing from template
NPC,AllowNPCTeleport,no,yes,no,missing from template
NPC,Enabled,no,yes,yes,present but commented: OpenSim.ini.template
NPC,MaxNumberNPCsPerScene,no,yes,yes,present but commented: OpenSim.ini.template | conflicting default values: OpenSim.ini=42; OpenSim.ini.template=40
NPC,NPCOptionsMask,no,yes,no,missing from template
NPC,NPCUpdateRate,no,yes,no,missing from template
Terrain,InitialTerrain,yes,yes,yes,
Terrain,SendTerrainUpdatesByViewDistance,yes,yes,yes,
LandManagement,LimitParcelLayerUpdateDistance,yes,yes,yes,
LandManagement,ParcelLayerViewDistance,yes,yes,yes,
LandManagement,ShowParcelBansLines,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=true; OpenSim.ini=false
LandManagement,BanLineSafeHeight,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
LandManagement,DefaultAdministratorParcelName,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
LandManagement,DefaultAdministratorGroupUUID,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
LandManagement,DefaultAdministratorOwnerUUID,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
JsonStore,Enabled,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=False; OpenSim.ini=true
JsonStore,EnableObjectStore,yes,yes,yes,
JsonStore,MaxStringSpace,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=0; OpenSim.ini=8192
JsonStore,ReadWriteTimeout,no,yes,no,missing from template
AssetService,DefaultAssetLoader,yes,yes,yes,
AssetService,AssetLoaderArgs,yes,yes,yes,
AssetService,AssetLoaderEnabled,yes,yes,yes,
GridService,StorageProvider,yes,yes,yes,
AutoBackupModule,AutoBackupModuleEnabled,yes,yes,yes,
Sounds,Module,yes,yes,yes,
Sounds,MaxDistance,yes,yes,yes,
ServiceThrottle,Interval,yes,yes,yes,
Dwell,DwellModule,yes,yes,yes,
ServerReleaseNotes,ServerReleaseNotesURL,yes,yes,yes,
Modules,Include-modules,yes,yes,yes,
Const,BaseHostname,no,yes,no,missing from template
Const,BaseURL,no,yes,no,missing from template
Const,PrivatePort,no,yes,no,missing from template
Const,PrivURL,no,yes,no,missing from template
Const,PublicPort,no,yes,no,missing from template
Architecture,Include-Architecture,no,yes,yes,"present but commented: OpenSim.ini.template | conflicting default values: OpenSim.ini=""config-include/GridHypergrid.ini""; OpenSim.ini.template=""config-include/Standalone.ini"""
OSSL,Include-osslDefaultEnable,no,yes,yes,
Anaximander,AnaximanderPath,no,yes,no,missing from template
Anaximander,DatabaseConnection,no,yes,no,missing from template
Anaximander,Enabled,no,yes,no,missing from template
Anaximander,GPUAccelerated,no,yes,no,missing from template
Anaximander,LogLevel,no,yes,no,missing from template
Anaximander,OutputDirectory,no,yes,no,missing from template
Anaximander,RenderThreads,no,yes,no,missing from template
Anaximander,TileSize,no,yes,no,missing from template
AutoBackup,AutoBackupBusyCheck,no,yes,no,missing from template
AutoBackup,AutoBackupDir,no,yes,no,missing from template
AutoBackup,AutoBackupDirCleanup,no,yes,no,missing from template
AutoBackup,AutoBackupInterval,no,yes,no,missing from template
AutoBackup,AutoBackupKeepFilesForDays,no,yes,no,missing from template
AutoBackup,AutoBackupModuleEnabled,no,yes,no,missing from template
AutoBackup,AutoBackupNaming,no,yes,no,missing from template
AutoBackup,AutoBackupSkipAssets,no,yes,no,missing from template
AutoBackup,Enabled,no,yes,no,missing from template
Console,Console,no,yes,no,missing from template
ExternalMapRenderer,AutoGenerate,no,yes,no,missing from template
ExternalMapRenderer,ConfigPath,no,yes,no,missing from template
ExternalMapRenderer,Enabled,no,yes,no,missing from template
ExternalMapRenderer,RendererPath,no,yes,no,missing from template
ExternalMapRenderer,RenderInterval,no,yes,no,missing from template
ExternalMapRenderer,RenderOnStartup,no,yes,no,missing from template
FreeSwitchVoice,Enabled,no,no,yes,present but commented: OpenSim.ini.template
FreeSwitchVoice,LocalServiceModule,no,no,yes,present but commented: OpenSim.ini.template
FreeSwitchVoice,FreeswitchServiceURL,no,no,yes,present but commented: OpenSim.ini.template
Gloebit,Enabled,no,yes,no,missing from template
Gloebit,GLBEnvironment,no,yes,no,missing from template
Gloebit,GLBKey,no,yes,no,missing from template
Gloebit,GLBOwnerEmail,no,yes,no,missing from template
Gloebit,GLBOwnerName,no,yes,no,missing from template
Gloebit,GLBSecret,no,yes,no,missing from template
Gloebit,GLBShowNewSessionAuthIM,no,yes,no,missing from template
Gloebit,GLBShowNewSessionPurchaseIM,no,yes,no,missing from template
Gloebit,GLBShowWelcomeMessage,no,yes,no,missing from template
Gloebit,GLBSpecificConnectionString,no,yes,no,missing from template
Gloebit,GLBSpecificStorageProvider,no,yes,no,missing from template
Materials,enable_materials,no,yes,no,missing from template
Materials,MaxMaterialsPerTransaction,no,yes,no,missing from template
WorldView,ConfigName,no,yes,no,missing from template
WorldView,Enabled,no,yes,no,missing from template
XBakes,URL,no,yes,no,missing from template
CONST,BaseHostname,no,no,yes,
CONST,BaseURL,no,no,yes,
CONST,PublicPort,no,no,yes,present but commented: OpenSim.ini.template
CONST,PrivURL,no,no,yes,
CONST,PrivatePort,no,no,yes,
RestPlugins,enabled,no,no,yes,present but commented: OpenSim.ini.template
RestPlugins,god_key,no,no,yes,present but commented: OpenSim.ini.template
RestPlugins,prefix,no,no,yes,present but commented: OpenSim.ini.template
RestPlugins,authenticate,no,no,yes,present but commented: OpenSim.ini.template
RestPlugins,secured,no,no,yes,present but commented: OpenSim.ini.template
