Section,Key,Present in OpenSimDefaults.ini,Present in OpenSim.ini,Present in OpenSim.ini.template,Notes
ODEPhysicsSettings,world_gravityx,yes,yes,yes,
ODEPhysicsSettings,world_gravityy,yes,yes,yes,
ODEPhysicsSettings,world_gravityz,yes,yes,yes,
ODEPhysicsSettings,avatar_terminal_velocity,yes,yes,yes,
ODEPhysicsSettings,world_stepsize,yes,yes,yes,
ODEPhysicsSettings,world_solver_iterations,yes,yes,yes,
ODEPhysicsSettings,filter_collisions,yes,yes,yes,
ODEPhysicsSettings,nm_terraincontact_friction,yes,yes,yes,
ODEPhysicsSettings,nm_terraincontact_bounce,yes,yes,yes,
ODEPhysicsSettings,nm_terraincontact_erp,yes,yes,yes,
ODEPhysicsSettings,m_terraincontact_friction,yes,yes,yes,
ODEPhysicsSettings,m_terraincontact_bounce,yes,yes,yes,
ODEPhysicsSettings,m_terrainContact_erp,yes,yes,yes,
ODEPhysicsSettings,m_avatarobjectcontact_friction,yes,yes,yes,
ODEPhysicsSettings,m_avatarobjectcontact_bounce,yes,yes,yes,
ODEPhysicsSettings,objectcontact_friction,yes,yes,yes,
ODEPhysicsSettings,objectcontact_bounce,yes,yes,yes,
ODEPhysicsSettings,av_density,yes,yes,yes,
ODEPhysicsSettings,av_height_fudge_factor,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
ODEPhysicsSettings,av_movement_divisor_walk,yes,yes,yes,
ODEPhysicsSettings,av_movement_divisor_run,yes,yes,yes,
ODEPhysicsSettings,geometry_default_density,yes,yes,yes,
ODEPhysicsSettings,body_frames_auto_disable,yes,yes,yes,
ODEPhysicsSettings,geom_updates_before_throttled_update,yes,yes,yes,
ODEPhysicsSettings,maximum_mass_object,yes,yes,yes,
ODEPhysicsSettings,mesh_sculpted_prim,yes,yes,yes,
ODEPhysicsSettings,mesh_lod,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=32; OpenSim.ini.template=32     ; 32x32 = 1024 vertices
ODEPhysicsSettings,mesh_physical_lod,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=16; OpenSim.ini.template=16   ; 16x16 = 256 vertices
ODEPhysicsSettings,MinSizeToMeshmerize,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
BulletSim,BulletEngine,yes,yes,yes,
BulletSim,UseSeparatePhysicsThread,yes,yes,yes,
BulletSim,TerrainImplementation,yes,yes,yes,
BulletSim,TerrainMeshMagnification,yes,yes,yes,
BulletSim,AvatarToAvatarCollisionsByDefault,yes,yes,yes,
BulletSim,AvatarHeightLowFudge,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0      ; Adjustment at low end of height range; OpenSim.ini.template=0
BulletSim,AvatarHeightMidFudge,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0      ; Adjustment at mid point of avatar height range; OpenSim.ini.template=0
BulletSim,AvatarHeightHighFudge,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0     ; Adjustment at high end of height range; OpenSim.ini.template=0
BulletSim,AvatarStepHeight,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.6              ; The height, below which is considered a step collision.; OpenSim.ini.template=0.6"
BulletSim,AvatarStepAngle,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.3               ; The angle from vertical (in radians) to consider a surface a step; OpenSim.ini.template=0.3"
BulletSim,AvatarStepApproachFactor,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini=2        ; Approach angle factor. O=straight on, .6=~45 degrees.; OpenSim.ini.template=2"
BulletSim,AvatarStepGroundFudge,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.1         ; Fudge added to bottom of avatar below which step collisions happen; OpenSim.ini.template=0.1"
BulletSim,AvatarStepForceFactor,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0           ; Avatar is pushed up by its mass times this factor; OpenSim.ini.template=0"
BulletSim,AvatarStepUpCorrectionFactor,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.8  ; Avatar is displaced up the collision height times this factor; OpenSim.ini.template=0.8"
BulletSim,AvatarStepSmoothingSteps,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini=1        ; Number of frames after a step collision that up correction is applied; OpenSim.ini.template=1"
BulletSim,AvatarTerminalVelocity,yes,yes,yes,
BulletSim,LinkImplementation,yes,yes,yes,"conflicting default values: OpenSimDefaults.ini+OpenSim.ini=1      ; 0=constraint, 1=compound; OpenSim.ini.template=1"
BulletSim,LinksetOffsetCenterOfMass,yes,yes,yes,
BulletSim,MeshSculptedPrim,yes,yes,yes,
BulletSim,ForceSimplePrimMeshing,yes,yes,yes,
BulletSim,ShouldRemoveZeroWidthTriangles,yes,yes,yes,
BulletSim,ShouldUseAssetHulls,yes,yes,yes,
BulletSim,MaxCollisionsPerFrame,yes,yes,yes,
BulletSim,MaxUpdatesPerFrame,yes,yes,yes,
BulletSim,PhysicsLoggingEnabled,yes,yes,yes,
BulletSim,PhysicsLoggingDir,yes,yes,yes,
BulletSim,VehicleLoggingEnabled,yes,yes,yes,
RemoteAdmin,enabled,yes,yes,yes,
RemoteAdmin,port,yes,yes,yes,
RemoteAdmin,bind_ip_address,yes,yes,yes,
RemoteAdmin,access_password,yes,yes,yes,
RemoteAdmin,access_ip_addresses,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.0.0.0, 0.0.0.0 ...; OpenSim.ini.template="
RemoteAdmin,create_region_enable_voice,yes,yes,yes,
RemoteAdmin,create_region_public,yes,yes,yes,
RemoteAdmin,region_file_template,yes,yes,yes,
RemoteAdmin,region_limit,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,enabled_methods,yes,yes,yes,
RemoteAdmin,default_male,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,default_female,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,copy_folders,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,default_appearance,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,god_key,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,prefix,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,authenticate,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,secured,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,extended-escape,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,realm,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,dump-asset,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,path-fill,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,dump-line-size,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
RemoteAdmin,flush-on-error,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,enabled,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=false; you need to set this to true otherwise it won't connect; OpenSim.ini.template=false
IRC,server,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,password,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,nick,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,channel,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,user,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,port,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,commands_enabled,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,command_channel,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,report_clients,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,relay_private_channels,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,relay_private_channel_in,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,relay_private_channel_out,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,relay_chat,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,access_password,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,msgformat,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,exclude_list,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,alert_show,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,alert_show_serverinfo,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,alert_msg_pre,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
IRC,alert_msg_post,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Wind,enabled,yes,yes,yes,
Wind,wind_update_rate,yes,yes,yes,
Wind,wind_plugin,yes,yes,yes,present but commented: OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=SimpleRandomWind; OpenSim.ini=ConfigurableWind
Wind,avg_strength,yes,yes,yes,present but commented: OpenSimDefaults.ini | conflicting default values: OpenSimDefaults.ini=5.0; OpenSim.ini+OpenSim.ini.template=3.0
Wind,avg_direction,yes,yes,yes,present but commented: OpenSimDefaults.ini | conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=0.0; OpenSim.ini=45.0
Wind,var_strength,yes,yes,yes,present but commented: OpenSimDefaults.ini | conflicting default values: OpenSimDefaults.ini=0.0; OpenSim.ini=2.0; OpenSim.ini.template=1.0
Wind,var_direction,yes,yes,yes,present but commented: OpenSimDefaults.ini | conflicting default values: OpenSimDefaults.ini=0.0; OpenSim.ini=15.0; OpenSim.ini.template=90.0
Wind,rate_change,yes,yes,yes,present but commented: OpenSimDefaults.ini | conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=1.0; OpenSim.ini=0.35
Wind,strength,yes,yes,yes,present but commented: OpenSim.ini.template
Trees,enabled,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=true; OpenSim.ini.template=false
Trees,active_trees,yes,yes,yes,
Trees,update_rate,yes,yes,yes,
Trees,allowGrow,yes,yes,yes,
VectorRender,font_name,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
LL-Functions,AllowosConsoleCommand,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
LL-Functions,AllowGodFunctions,yes,yes,yes,
LL-Functions,RestrictEmail,yes,yes,yes,
LL-Functions,max_listens_per_region,yes,yes,yes,
LL-Functions,max_listens_per_script,yes,yes,yes,
LL-Functions,max_external_urls_per_simulator,yes,yes,yes,
LL-Functions,UseSimpleBoxesInGetBoundingBox,yes,yes,yes,
LL-Functions,AddStatsInGetBoundingBox,yes,yes,yes,
LL-Functions,LowerAvatarBoundingBoxStandingXconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.275; OpenSim.ini.template=-0.275    ; PURPOSE: left extent X constant when standing
LL-Functions,UpperAvatarBoundingBoxStandingXconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.275; OpenSim.ini.template=0.275    ; PURPOSE: right extent X constant when standing
LL-Functions,LowerAvatarBoundingBoxStandingYconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.35; OpenSim.ini.template=-0.35     ; PURPOSE: back extent Y constant when standing
LL-Functions,UpperAvatarBoundingBoxStandingYconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.35; OpenSim.ini.template=0.35     ; PURPOSE: front extent Y constant when standing
LL-Functions,LowerAvatarBoundingBoxStandingZconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.1; OpenSim.ini.template=-0.1      ; PURPOSE: base Z constant when standing
LL-Functions,LowerAvatarBoundingBoxStandingZcoeff,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.5; OpenSim.ini.template=-0.5      ; PURPOSE: base Z scaled by avatar height when standing
LL-Functions,UpperAvatarBoundingBoxStandingZconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.1; OpenSim.ini.template=0.1      ; PURPOSE: top Z constant when standing
LL-Functions,UpperAvatarBoundingBoxStandingZcoeff,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.5; OpenSim.ini.template=0.5      ; PURPOSE: top Z scaled by avatar height when standing
LL-Functions,LowerAvatarBoundingBoxGroundsittingXconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.3875; OpenSim.ini.template=-0.3875  ; PURPOSE: left extent X constant when ground-sitting
LL-Functions,UpperAvatarBoundingBoxGroundsittingXconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.3875; OpenSim.ini.template=0.3875  ; PURPOSE: right extent X constant when ground-sitting
LL-Functions,LowerAvatarBoundingBoxGroundsittingYconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.5; OpenSim.ini.template=-0.5     ; PURPOSE: back extent Y constant when ground-sitting
LL-Functions,UpperAvatarBoundingBoxGroundsittingYconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.5; OpenSim.ini.template=0.5     ; PURPOSE: front extent Y constant when ground-sitting
LL-Functions,LowerAvatarBoundingBoxGroundsittingZconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.05; OpenSim.ini.template=-0.05    ; PURPOSE: base Z constant when ground-sitting
LL-Functions,LowerAvatarBoundingBoxGroundsittingZcoeff,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.375; OpenSim.ini.template=-0.375   ; PURPOSE: base Z scaled by avatar height when ground-sitting
LL-Functions,UpperAvatarBoundingBoxGroundsittingZconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.5; OpenSim.ini.template=0.5     ; PURPOSE: top Z constant when ground-sitting
LL-Functions,UpperAvatarBoundingBoxGroundsittingZcoeff,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.0; OpenSim.ini.template=0.0     ; PURPOSE: top Z scaled by avatar height when ground-sitting
LL-Functions,LowerAvatarBoundingBoxSittingXconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.5875; OpenSim.ini.template=-0.5875    ; PURPOSE: left extent X constant when sitting
LL-Functions,UpperAvatarBoundingBoxSittingXconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.1875; OpenSim.ini.template=0.1875    ; PURPOSE: right extent X constant when sitting
LL-Functions,LowerAvatarBoundingBoxSittingYconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.35; OpenSim.ini.template=-0.35      ; PURPOSE: back extent Y constant when sitting
LL-Functions,UpperAvatarBoundingBoxSittingYconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.35; OpenSim.ini.template=0.35      ; PURPOSE: front extent Y constant when sitting
LL-Functions,LowerAvatarBoundingBoxSittingZconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.35; OpenSim.ini.template=-0.35      ; PURPOSE: base Z constant when sitting
LL-Functions,LowerAvatarBoundingBoxSittingZcoeff,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.375; OpenSim.ini.template=-0.375     ; PURPOSE: base Z scaled by avatar height when sitting
LL-Functions,UpperAvatarBoundingBoxSittingZconst,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=-0.25; OpenSim.ini.template=-0.25      ; PURPOSE: top Z constant when sitting
LL-Functions,UpperAvatarBoundingBoxSittingZcoeff,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=0.25; OpenSim.ini.template=0.25      ; PURPOSE: top Z scaled by avatar height when sitting
LL-Functions,PrimBoundingBoxSafetyCoefficientX,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=2.414214; OpenSim.ini.template=2.414214  ; PURPOSE: safety factor for X bounds worst-case twisted/sheared
LL-Functions,PrimBoundingBoxSafetyCoefficientY,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=2.414214; OpenSim.ini.template=2.414214  ; PURPOSE: safety factor for Y bounds worst-case twisted/sheared
LL-Functions,PrimBoundingBoxSafetyCoefficientZ,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini=1.618034; OpenSim.ini.template=1.618034  ; PURPOSE: safety factor for Z bounds worst-case tube style shapes
LL-Functions,UseLlCastRayV3,yes,yes,yes,
LL-Functions,FloatToleranceInLlCastRay,yes,yes,yes,
LL-Functions,FloatTolerance2InLlCastRay,yes,yes,yes,
LL-Functions,PrimDetailLevelInLlCastRay,yes,yes,yes,
LL-Functions,SculptDetailLevelInLlCastRay,yes,yes,yes,
LL-Functions,MeshDetailLevelInLlCastRay,yes,yes,yes,
LL-Functions,AvatarDetailLevelInLlCastRay,yes,yes,yes,
LL-Functions,MaxHitsInLlCastRay,yes,yes,yes,
LL-Functions,MaxHitsPerPrimInLlCastRay,yes,yes,yes,
LL-Functions,MaxHitsPerObjectInLlCastRay,yes,yes,yes,
LL-Functions,DetectExitHitsInLlCastRay,yes,yes,yes,
LL-Functions,DoAttachmentsInLlCastRay,yes,yes,yes,
LL-Functions,ThrottleTimeInMsInLlCastRay,yes,yes,yes,
LL-Functions,AvailableTimeInMsPerRegionInLlCastRay,yes,yes,yes,
LL-Functions,AvailableTimeInMsPerAvatarInLlCastRay,yes,yes,yes,
LL-Functions,RequiredAvailableTimeInMsInLlCastRay,yes,yes,yes,
LL-Functions,MaximumAvailableTimeInMsInLlCastRay,yes,yes,yes,
LL-Functions,UseMeshCacheInLlCastRay,yes,yes,yes,
DataSnapshot,index_sims,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=false; OpenSim.ini=true
DataSnapshot,data_exposure,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=minimum; OpenSim.ini=all
DataSnapshot,gridname,yes,yes,yes,"conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=""OSGrid""; OpenSim.ini=""Moonlight"""
DataSnapshot,default_snapshot_period,yes,yes,yes,
DataSnapshot,snapshot_cache_directory,yes,yes,yes,
DataSnapshot,DATA_SRV_MISearch,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
DataSnapshot,economy,no,yes,no,missing from template
DataSnapshot,economymodule,no,yes,no,missing from template
DataSnapshot,DATA_SRV_CustomSearch,no,no,yes,present but commented: OpenSim.ini.template
Economy,economymodule,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,SellEnabled,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,PriceUpload,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,PriceGroupCreate,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,ObjectCount,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,PriceEnergyUnit,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,PriceObjectClaim,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,PricePublicObjectDecay,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,PricePublicObjectDelete,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,PriceParcelClaim,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,PriceParcelClaimFactor,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,PriceRentLight,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,TeleportMinPrice,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,TeleportPriceExponent,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,EnergyEfficiency,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,PriceObjectRent,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,PriceObjectScaleFactor,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,PriceParcelRent,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Economy,MeshModelAllowTextureToInventory,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
YEngine,Enabled,yes,yes,yes,
YEngine,ScriptStackSize,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template"
YEngine,ScriptHeapSize,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=1024; OpenSim.ini=2048"
YEngine,NumThreadScriptWorkers,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=2; OpenSim.ini=4"
YEngine,Priority,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=Normal; OpenSim.ini=""AboveNormal"""
YEngine,UseSourceHashCode,yes,yes,yes,
YEngine,MaintenanceInterval,yes,yes,yes,
YEngine,AsyncLLCommandLoopms,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=100; OpenSim.ini=50"
YEngine,ScriptDelayFactor,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template"
YEngine,ScriptDistanceLimitFactor,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template"
YEngine,NotecardLineReadCharsMax,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
YEngine,MinTimerInterval,yes,yes,yes,
YEngine,SensorMaxRange,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
YEngine,SensorMaxResults,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
YEngine,AutomaticLinkPermission,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template"
YEngine,DisableUndergroundMovement,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini.template"
YEngine,ScriptEnginesPath,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
YEngine,ScriptDebug,no,yes,no,missing from template
YEngine,ScriptDebugSaveIL,no,yes,no,missing from template
YEngine,ScriptDebugSaveSource,no,yes,no,missing from template
YEngine,scripts_enabled,no,yes,no,missing from template
YEngine,TraceCalls,no,yes,no,missing from template
YEngine,Verbose,no,yes,no,missing from template
Concierge,enabled,yes,yes,yes,
Concierge,whoami,yes,yes,yes,present but commented: OpenSim.ini.template
Concierge,password,yes,yes,yes,present but commented: OpenSim.ini.template
Concierge,regions,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template | conflicting default values: OpenSimDefaults.ini+OpenSim.ini=""^MeetingSpace-""; OpenSim.ini.template="""""
Concierge,welcomes,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Concierge,broker,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
Hypergrid,safemode,yes,yes,yes,
VivoxVoice,enabled,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=false; OpenSim.ini=true
VivoxVoice,vivox_server,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=www.foobar.vivox.com; OpenSim.ini=www.osp.vivox.com
VivoxVoice,vivox_sip_uri,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=foobar.vivox.com; OpenSim.ini=osp.vivox.com
VivoxVoice,vivox_admin_user,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=DeepThroat; OpenSim.ini=sonjomas6622-admin
VivoxVoice,vivox_admin_password,yes,yes,yes,conflicting default values: OpenSimDefaults.ini+OpenSim.ini.template=VoiceG4te; OpenSim.ini=8aIc7Aty
VivoxVoice,vivox_channel_type,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
VivoxVoice,vivox_channel_distance_model,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
VivoxVoice,vivox_channel_mode,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
VivoxVoice,vivox_channel_roll_off,yes,yes,yes,"present but commented: OpenSimDefaults.ini, OpenSim.ini, OpenSim.ini.template"
